Season,Part,Date,Time,Venue,Attendance,H_Team,A_Team,Referee,H_HT_Goals,A_HT_Goals,H_FT_Goals,A_FT_Goals,H_Ratings,A_Ratings,H_ShotsTotal,A_ShotsTotal,H_ShotsOnPost,A_ShotsOnPost,H_ShotsOnTarget,A_ShotsOnTarget,H_ShotsOffTarget,A_ShotsOffTarget,H_ShotsBlocked,A_ShotsBlocked,H_Possession,A_Possession,H_Touches,A_Touches,H_PassSuccess,A_PassSuccess,H_PassesTotal,A_PassesTotal,H_PassesAccurate,A_PassesAccurate,H_PassesKey,A_PassesKey,H_DribblesWon,A_DribblesWon,H_DribblesAttempted,A_DribblesAttempted,H_DribbledPast,A_DribbledPast,H_DribbleSuccess,A_DribbleSuccess,H_AerialsWon,A_AerialsWon,H_AerialSuccess,A_AerialSuccess,H_OffensiveAerials,A_OffensiveAerials,H_DefensiveAerials,A_DefensiveAerials,H_TackleSuccessful,A_TackleSuccessful,H_TacklesTotal,A_TacklesTotal,H_TackleUnsuccesful,A_TackleUnsuccesful,H_TackleSuccess,A_TackleSuccess,H_Clearances,A_Clearances,H_Interceptions,A_Interceptions,H_CornersTotal,A_CornersTotal,H_CornerAccuracy,A_CornerAccuracy,H_Dispossessed,A_Dispossessed,H_Errors,A_Errors,H_FoulsCommited,A_FoulsCommited,H_OffsidesCaught,A_OffsidesCaught,H_Events,A_Events
2014/2015,UEFA Champions League Group Stages,2014/12/09,19:45,Karaiskaki Stadium,27562,Olympiacos,Malmoe FF,Stéphane Lannoy,1,0,4,2,7.23,6.51,22,11,0,0,12,2,7,6,3,3,53.1,46.9,533,489,84,80,361,330,304,265,15,9,11,9,17,15,9,11,65,60,17,5,77,23,10,12,12,10,15,13,24,24,9,11,63,54,18,24,14,19,7,4,43,25,7,9,0,0,10,17,4,1,goal(22);goal(63);goal(87);goal(90),yellow-card(25);goal(59);yellow-card(69);yellow-card(71);goal(81);second-yellow(93)
2014/2015,UEFA Champions League Group Stages,2014/12/09,19:45,Juventus Stadium,39219,Juventus,Atletico,William Collum,0,0,0,0,7.00,6.91,12,6,0,0,5,3,3,2,4,1,71.3,28.7,822,400,92,77,701,280,643,215,9,3,3,4,11,7,4,3,27,57,15,16,48,52,14,17,17,14,10,13,14,16,4,3,71,81,16,33,9,9,6,3,50,0,5,7,0,0,14,15,1,0,yellow-card(22),yellow-card(26);yellow-card(37)
2014/2015,UEFA Champions League Group Stages,2014/12/09,19:45,Anfield,43290,Liverpool,FC Basel 1893,Björn Kuipers,0,1,1,1,6.76,6.86,16,17,0,0,5,4,8,7,3,6,61.2,38.8,815,610,80,77,606,376,485,290,10,10,13,11,21,13,11,13,62,85,18,7,72,28,12,13,13,12,26,14,37,27,11,13,70,52,23,29,12,31,4,4,25,0,6,24,1,0,12,16,2,2,yellow-card(47);red-card(61);yellow-card(66);yellow-card(77);goal(81),goal(25);yellow-card(80)
2014/2015,UEFA Champions League Group Stages,2014/12/09,19:45,Santiago Bernabéu,58393,Real Madrid,Ludogorets Razgrad,Clément Turpin,2,0,4,0,7.85,6.25,34,9,1,0,12,4,7,3,15,2,61.8,38.2,797,567,91,84,600,377,546,316,27,7,13,10,19,22,10,13,68,45,8,5,62,38,11,2,2,11,21,18,31,31,10,13,68,58,12,28,19,9,17,3,71,0,12,9,1,0,8,8,2,3,penalty_scored(20);goal(38);shot-on-post(73);goal(79);yellow-card(86);goal(88),red-card(19)
2014/2015,UEFA Champions League Group Stages,2014/12/09,19:45,Stade Louis II,11319,Monaco,Zenit,Damir Skomina,0,0,2,0,7.24,6.26,10,4,0,0,3,1,4,1,3,2,40.1,59.9,536,690,75,80,361,544,269,437,9,3,6,7,11,19,7,6,55,37,14,12,54,46,11,15,15,11,25,20,32,26,7,6,78,77,26,18,21,5,4,3,25,67,15,13,0,0,9,18,4,1,yellow-card(26);goal(63);yellow-card(81);goal(89),yellow-card(10);yellow-card(62)
2014/2015,UEFA Champions League Group Stages,2014/12/09,19:45,Estádio da Luz,17564,Benfica,Leverkusen,Aleksey Kulbakov,0,0,0,0,7.11,6.96,14,11,1,0,3,3,7,6,4,2,48.1,51.9,627,644,69,70,417,463,288,326,10,10,28,8,39,16,8,28,72,50,24,32,43,57,32,24,24,32,17,26,25,54,8,28,68,48,38,29,17,25,7,3,43,100,15,9,0,0,11,14,1,6,shot-on-post(11);yellow-card(36),yellow-card(26);second-yellow(90)
2014/2015,UEFA Champions League Group Stages,2014/12/09,19:45,Türk Telekom Stadi,20590,Galatasaray,Arsenal,David José Fernández Borbalán,0,3,1,4,6.45,7.34,32,13,0,1,7,6,17,4,8,3,52.6,47.4,760,725,90,89,561,524,505,467,23,11,8,11,14,19,11,8,57,58,7,5,58,42,5,7,7,5,26,14,37,22,11,8,70,64,14,30,9,22,5,4,100,25,8,18,0,0,10,15,0,3,yellow-card(33);yellow-card(43);yellow-card(57);goal(88),goal(3);goal(11);yellow-card(15);shot-on-post(20);goal(29);yellow-card(65);yellow-card(65);goal(92)
2014/2015,UEFA Champions League Group Stages,2014/12/09,19:45,Signal Iduna Park,65851,Borussia Dortmund,Anderlecht,Alberto Undiano Mallenco,0,0,1,1,6.94,7.04,19,8,0,0,9,3,8,3,2,2,63.2,36.8,834,546,88,76,653,371,577,283,13,7,8,23,16,43,23,8,50,53,21,11,66,34,10,22,22,10,26,26,49,34,23,8,53,76,31,18,14,15,4,3,75,0,18,6,0,1,10,7,4,0,goal(58),goal(84)
2014/2015,UEFA Champions League Group Stages,2014/12/10,19:45,Olimpico,54119,Roma,Man City,Milorad Mazic,0,0,0,2,6.71,7.29,15,9,0,0,9,4,3,4,3,1,57.4,42.6,738,577,88,82,575,422,504,344,13,8,14,11,26,15,11,14,54,73,8,13,38,62,5,16,16,5,20,18,31,32,11,14,65,56,22,22,27,16,7,4,14,25,6,16,0,0,11,17,5,3,yellow-card(43),yellow-card(43);goal(60);clearance-off-the-line(72);clearance-off-the-line(72);yellow-card(74);goal(86)
2014/2015,UEFA Champions League Group Stages,2014/12/10,19:45,Allianz Arena,68000,Bayern,CSKA Moscow,Olegário Manuel Bartolo Faustino Benquerença,1,0,3,0,7.46,6.45,26,7,1,0,10,1,4,4,12,2,72.4,27.6,1030,506,89,69,863,320,770,222,19,7,16,7,32,13,7,16,50,54,13,5,72,28,6,12,12,6,12,26,19,42,7,16,63,62,7,36,12,24,8,5,63,20,10,6,0,0,5,8,8,1,penalty_scored(18);yellow-card(68);shot-on-post(79);goal(84);goal(90),yellow-card(27);yellow-card(70);clearance-off-the-line(74);yellow-card(91)
2014/2015,UEFA Champions League Group Stages,2014/12/10,19:45,Camp Nou,82570,Barcelona,PSG,Martin Atkinson,2,1,3,1,7.11,6.47,11,10,0,0,5,4,3,4,3,2,60.2,39.8,823,587,90,84,673,442,603,370,5,8,10,13,16,27,13,10,63,48,10,7,59,41,10,7,7,10,21,15,34,25,13,10,62,60,18,10,14,17,3,3,33,100,9,7,0,2,12,12,1,3,goal(19);goal(41);clearance-off-the-line(53);goal(77),goal(15);yellow-card(57)
2014/2015,UEFA Champions League Group Stages,2014/12/10,19:45,Amsterdam ArenA,0,Ajax,APOEL Nicosia,,1,0,4,0,7.72,6.18,20,5,0,0,8,0,7,3,5,2,70.4,29.6,973,485,93,77,789,329,731,253,13,5,22,9,30,15,9,22,73,60,10,13,43,57,7,16,16,7,22,27,31,49,9,22,71,55,20,30,13,16,6,3,67,67,19,16,0,0,9,8,0,4,penalty_scored(45);goal(50);goal(53);goal(74),yellow-card(45);yellow-card(47)
2014/2015,UEFA Champions League Group Stages,2014/12/10,19:45,Ljudski vrt,12516,Maribor,Schalke,Szymon Marciniak,0,0,0,1,6.47,7.31,15,18,0,1,5,4,7,10,3,4,49.2,50.8,628,673,81,80,469,492,379,393,11,13,9,13,14,19,13,9,64,68,7,16,30,70,12,11,11,12,11,19,24,28,13,9,46,68,27,26,19,30,3,5,0,20,14,5,1,0,6,13,3,5,error-to-goal(63),clearance-off-the-line(22);clearance-off-the-line(22);shot-on-post(55);goal(62)
