Season,Part,Date,Time,Venue,Attendance,H_Team,A_Team,Referee,H_HT_Goals,A_HT_Goals,H_FT_Goals,A_FT_Goals,H_Ratings,A_Ratings,H_ShotsTotal,A_ShotsTotal,H_ShotsOnPost,A_ShotsOnPost,H_ShotsOnTarget,A_ShotsOnTarget,H_ShotsOffTarget,A_ShotsOffTarget,H_ShotsBlocked,A_ShotsBlocked,H_Possession,A_Possession,H_Touches,A_Touches,H_PassSuccess,A_PassSuccess,H_PassesTotal,A_PassesTotal,H_PassesAccurate,A_PassesAccurate,H_PassesKey,A_PassesKey,H_DribblesWon,A_DribblesWon,H_DribblesAttempted,A_DribblesAttempted,H_DribbledPast,A_DribbledPast,H_DribbleSuccess,A_DribbleSuccess,H_AerialsWon,A_AerialsWon,H_AerialSuccess,A_AerialSuccess,H_OffensiveAerials,A_OffensiveAerials,H_DefensiveAerials,A_DefensiveAerials,H_TackleSuccessful,A_TackleSuccessful,H_TacklesTotal,A_TacklesTotal,H_TackleUnsuccesful,A_TackleUnsuccesful,H_TackleSuccess,A_TackleSuccess,H_Clearances,A_Clearances,H_Interceptions,A_Interceptions,H_CornersTotal,A_CornersTotal,H_CornerAccuracy,A_CornerAccuracy,H_Dispossessed,A_Dispossessed,H_Errors,A_Errors,H_FoulsCommited,A_FoulsCommited,H_OffsidesCaught,A_OffsidesCaught,H_Events,A_Events
2022/2023,regular,2023/6/04,17:30,Santiago Bernabéu,60781,Real Madrid,Athletic Bilbao,Isidro Díaz de Mera Escuderos,0,0,1,1,6.59,6.58,9,15,0,0,2,9,4,2,3,4,64.3,35.7,835,542,91,81,633,340,575,277,7,10,7,14,24,26,14,7,29,54,5,2,71,29,2,5,5,2,19,27,33,34,14,7,58,79,13,17,5,3,5,6,60,50,10,9,1,0,11,14,1,4,penalty_saved(11);error-to-goal(49);yellow-card(55);penalty_scored(72);yellow-card(85),penalty-missed(11);goal(49);yellow-card(57);yellow-card(71)
2022/2023,regular,2023/6/04,17:30,Estadio de la Cerámica,18226,Villarreal,Atletico,Ricardo de Burgos Bengoetxea,1,1,2,2,6.65,6.44,22,9,1,0,7,3,12,2,3,4,66.2,33.8,780,465,90,81,610,315,552,255,15,6,17,4,30,10,4,17,57,40,9,7,56,44,11,5,5,11,16,16,20,33,4,17,80,48,9,20,4,9,13,2,46,0,5,11,0,2,9,12,2,0,goal(9);yellow-card(36);yellow-card(39);shot-on-post(45);yellow-card(75);goal(92),error-to-goal(9);goal(18);goal(56);yellow-card(68);red-card(70);yellow-card(76)
2022/2023,regular,2023/6/04,17:30,Estadi Mallorca Son Moix,14521,Mallorca,Rayo Vallecano,Antonio Miguel Mateu Lahoz,0,0,3,0,7.23,6.17,8,21,0,0,4,4,4,12,0,5,47.3,52.7,520,543,77,81,340,355,261,286,7,18,12,9,16,18,9,12,75,50,19,11,63,37,16,14,14,16,15,9,24,21,9,12,63,43,34,13,8,7,2,6,50,17,7,7,0,0,14,15,2,0,goal(51);goal(71);goal(93),clearance-off-the-line(68)
2022/2023,regular,2023/6/04,17:30,Reale Arena,35065,Real Sociedad,Sevilla,Carlos del Cerro Grande,1,0,2,1,6.74,6.58,17,9,0,1,6,4,7,4,4,1,55.7,44.3,682,579,84,78,498,399,418,311,14,8,10,14,25,21,14,10,40,67,17,17,50,50,14,20,20,14,16,19,30,29,14,10,53,66,14,20,4,6,5,2,40,50,8,11,0,0,10,13,2,3,goal(28);goal(73),yellow-card(41);shot-on-post(47);goal(77)
2022/2023,regular,2023/6/04,17:30,El Sadar,22128,Osasuna,Girona,Miguel Ángel Ortiz Arias,0,0,2,1,6.84,6.52,14,11,0,0,7,6,5,3,2,2,36.8,63.2,504,752,79,89,317,545,252,483,10,10,12,13,23,24,13,12,52,54,10,12,45,55,12,10,10,12,19,19,32,31,13,12,59,61,28,23,4,5,5,2,40,50,9,10,0,1,12,9,3,2,goal(52);goal(55);yellow-card(73),yellow-card(35);yellow-card(56);goal(75);yellow-card(92);yellow-card(93);yellow-card(96)
2022/2023,regular,2023/6/04,20:00,Balaídos,23365,Celta Vigo,Barcelona,Juan Luis Pulido Santana,1,0,2,1,6.71,6.39,12,9,0,1,9,2,3,5,0,2,27.3,72.7,409,827,74,89,239,651,178,579,8,7,12,10,18,21,10,12,67,48,5,15,25,75,14,6,6,14,15,12,25,24,10,12,60,50,17,7,7,3,2,4,50,25,8,7,0,1,13,9,7,3,goal(42);goal(65);yellow-card(82);yellow-card(96),shot-on-post(40);yellow-card(55);yellow-card(62);goal(79)
2022/2023,regular,2023/6/04,20:00,José Zorrilla,25517,Real Valladolid,Getafe,José Luis Munuera Montero,0,0,0,0,6.62,6.56,15,4,0,0,0,1,12,2,3,1,79.5,20.5,790,312,84,41,585,157,490,64,13,1,11,1,28,4,1,11,39,25,24,27,47,53,15,36,36,15,5,18,6,29,1,11,83,62,14,37,2,5,8,1,25,0,6,2,0,0,9,25,2,1,yellow-card(50),yellow-card(49);yellow-card(50);yellow-card(59);yellow-card(94)
2022/2023,regular,2023/6/04,20:00,Martínez Valero,16585,Elche,Cadiz,Jesús Gil Manzano,0,1,1,1,6.51,6.41,12,14,0,0,5,3,5,7,2,4,67.4,32.6,644,429,81,68,487,239,394,163,10,6,10,5,17,11,5,10,59,45,13,12,52,48,9,16,16,9,15,12,20,22,5,10,75,55,14,22,4,10,7,5,86,20,6,12,0,1,18,8,3,0,yellow-card(9);goal(71);yellow-card(82);yellow-card(87);yellow-card(91),goal(10);yellow-card(18);yellow-card(68);yellow-card(87)
2022/2023,regular,2023/6/04,20:00,RCDE Stadium,14213,Espanyol,Almeria,César Soto Grado,1,1,3,3,6.67,6.69,12,11,0,0,8,4,3,4,1,3,63.2,36.8,647,463,86,76,458,264,395,201,9,7,11,9,21,18,9,11,52,50,9,22,29,71,11,20,20,11,21,13,30,24,9,11,70,54,16,34,4,11,7,6,43,33,3,13,0,0,11,12,2,0,goal(13);yellow-card(30);yellow-card(41);goal(49);goal(73),goal(10);yellow-card(30);yellow-card(45);goal(58);yellow-card(87);penalty_scored(87);yellow-card(89)
2022/2023,regular,2023/6/04,20:00,Benito Villamarín,54087,Real Betis,Valencia,Javier Alberola Rojas,1,0,1,1,6.54,6.45,8,10,0,0,3,3,3,5,2,2,61.1,38.9,746,541,85,79,568,350,482,278,5,7,15,15,22,25,15,15,68,60,4,10,29,71,6,8,8,6,17,11,32,26,15,15,53,42,15,14,9,6,5,4,20,75,7,10,1,0,11,11,3,4,goal(1);yellow-card(96);yellow-card(100);yellow-card(101),goal(71);red-card(81)
