Season,Part,Date,Time,Venue,Attendance,H_Team,A_Team,Referee,H_HT_Goals,A_HT_Goals,H_FT_Goals,A_FT_Goals,H_Ratings,A_Ratings,H_ShotsTotal,A_ShotsTotal,H_ShotsOnPost,A_ShotsOnPost,H_ShotsOnTarget,A_ShotsOnTarget,H_ShotsOffTarget,A_ShotsOffTarget,H_ShotsBlocked,A_ShotsBlocked,H_Possession,A_Possession,H_Touches,A_Touches,H_PassSuccess,A_PassSuccess,H_PassesTotal,A_PassesTotal,H_PassesAccurate,A_PassesAccurate,H_PassesKey,A_PassesKey,H_DribblesWon,A_DribblesWon,H_DribblesAttempted,A_DribblesAttempted,H_DribbledPast,A_DribbledPast,H_DribbleSuccess,A_DribbleSuccess,H_AerialsWon,A_AerialsWon,H_AerialSuccess,A_AerialSuccess,H_OffensiveAerials,A_OffensiveAerials,H_DefensiveAerials,A_DefensiveAerials,H_TackleSuccessful,A_TackleSuccessful,H_TacklesTotal,A_TacklesTotal,H_TackleUnsuccesful,A_TackleUnsuccesful,H_TackleSuccess,A_TackleSuccess,H_Clearances,A_Clearances,H_Interceptions,A_Interceptions,H_CornersTotal,A_CornersTotal,H_CornerAccuracy,A_CornerAccuracy,H_Dispossessed,A_Dispossessed,H_Errors,A_Errors,H_FoulsCommited,A_FoulsCommited,H_OffsidesCaught,A_OffsidesCaught,H_Events,A_Events
2021/2022,Europa League Final Stage,2022/2/24,17:45,Olimpico,24948,Lazio,Porto,Deniz Aytekin,1,1,2,2,6.67,6.81,18,17,1,0,5,5,8,8,5,4,46.3,53.7,703,806,85,86,498,600,422,517,10,13,11,10,20,20,10,11,55,50,13,17,43,57,20,10,10,20,19,22,29,33,10,11,66,67,13,36,10,13,7,1,57,0,13,9,0,1,7,5,5,0,yellow-card(4);goal(19);yellow-card(76);yellow-card(77);shot-on-post(94);goal(94),error-to-goal(19);penalty_scored(31);yellow-card(47);goal(68);yellow-card(78)
2021/2022,Europa League Final Stage,2022/2/24,20:00,Diego Armando Maradona,37858,Napoli,Barcelona,Sergey Karasev,1,3,2,4,6.12,6.75,7,16,0,0,3,6,3,7,1,3,44.2,55.8,587,747,84,91,449,572,379,520,5,11,4,14,11,24,14,4,36,58,8,4,67,33,6,6,6,6,21,11,35,15,14,4,60,73,10,6,4,10,5,3,40,33,4,11,1,1,19,7,6,3,penalty_scored(23);yellow-card(56);yellow-card(62);goal(87),goal(8);goal(13);goal(45);goal(59);error-to-goal(87);yellow-card(93)
2021/2022,Europa League Final Stage,2022/2/24,20:00,Benito Villamarín,44236,Real Betis,Zenit,Halil Umut Meler,0,0,0,0,6.61,6.60,9,8,1,0,0,0,7,4,2,4,45.8,54.2,632,692,83,83,443,516,367,429,6,7,11,5,23,8,5,11,48,63,12,10,55,45,8,14,14,8,10,18,15,29,5,11,67,62,30,16,9,8,7,8,43,63,6,7,0,0,13,11,1,3,yellow-card(23);shot-on-post(50),yellow-card(42);yellow-card(55);yellow-card(92)
2021/2022,Europa League Final Stage,2022/2/24,20:00,Ibrox Stadium,47709,Rangers,Borussia Dortmund,Antonio Miguel Mateu Lahoz,1,2,2,2,6.83,6.66,11,16,0,1,7,6,2,7,2,3,34.1,65.9,548,799,74,84,321,608,236,508,6,13,12,7,26,17,7,12,46,41,15,15,50,50,18,12,12,18,14,26,21,38,7,12,67,68,32,8,19,13,3,10,33,30,12,4,0,1,8,15,1,1,penalty_scored(22);yellow-card(39);goal(57),shot-on-post(4);goal(31);clearance-off-the-line(35);goal(42);yellow-card(51);yellow-card(55);error-to-goal(57);yellow-card(67)
2021/2022,Europa League Final Stage,2022/2/24,20:00,Estádio Municipal de Braga,9423,Braga,FC Sheriff,José María Sánchez Martínez,2,0,2,0,7.36,6.51,31,9,1,0,5,2,15,7,11,0,63.9,36.1,1103,736,85,68,800,454,676,310,27,6,17,9,28,18,9,17,61,50,30,31,49,51,19,42,42,19,19,25,28,42,9,17,68,60,27,37,5,20,13,5,54,20,14,10,0,0,13,16,3,1,shot-on-post(7);goal(17);goal(43);yellow-card(69);yellow-card(84),yellow-card(21);yellow-card(66);yellow-card(84);yellow-card(88);yellow-card(94);yellow-card(115)
2021/2022,Europa League Final Stage,2022/2/17,17:45,Camp Nou,0,Barcelona,Napoli,István Kovács,0,1,1,1,6.57,6.52,21,4,0,0,5,4,12,0,4,0,66.8,33.2,941,587,89,79,741,374,657,296,18,3,12,15,20,27,15,12,60,56,7,9,44,56,9,7,7,9,20,20,35,32,15,12,57,63,5,26,9,13,5,2,40,50,12,8,0,0,14,8,1,4,penalty_scored(59),goal(29);yellow-card(39);yellow-card(70);yellow-card(90);yellow-card(91)
2021/2022,Europa League Final Stage,2022/2/17,17:45,Saint Petersburg Stadium,28936,Zenit,Real Betis,Benoît Bastien,2,3,2,3,6.40,6.59,9,7,1,0,3,3,1,3,5,1,62.4,37.6,760,536,86,77,577,350,495,268,7,7,7,5,13,11,5,7,54,45,16,6,73,27,9,13,13,9,19,13,24,20,5,7,79,65,10,18,12,11,9,4,22,50,7,13,2,0,8,16,6,0,yellow-card(7);goal(25);goal(28);error-to-goal(41);shot-on-post(66);yellow-card(93),goal(8);goal(18);goal(41);yellow-card(75)
2021/2022,Europa League Final Stage,2022/2/17,17:45,SIGNAL IDUNA PARK,10000,Borussia Dortmund,Rangers,Clément Turpin,0,2,2,4,6.28,6.83,13,9,0,0,3,5,6,1,4,3,64.8,35.2,846,565,85,75,649,347,550,259,8,5,9,14,22,23,14,9,41,61,8,6,57,43,3,11,11,3,19,20,33,29,14,9,58,69,9,20,12,21,4,5,100,20,7,10,0,0,11,7,1,0,goal(51);yellow-card(73);goal(82),penalty_scored(38);goal(41);goal(49);own-goal(54);yellow-card(79)
2021/2022,Europa League Final Stage,2022/2/17,17:45,Bolshaya Sportivnaya Arena,0,FC Sheriff,Braga,Danny Makkelie,1,0,2,0,7.00,6.08,9,11,0,0,2,4,6,5,1,2,32.8,67.2,546,895,63,82,332,683,209,559,6,9,8,9,13,18,9,8,62,50,24,15,62,38,25,14,14,25,25,13,34,21,9,8,74,62,22,19,19,7,5,1,40,100,8,16,0,1,6,12,1,0,yellow-card(15);clearance-off-the-line(28);penalty_scored(43);goal(82),error-to-goal(82)
2021/2022,Europa League Final Stage,2022/2/17,20:00,Estádio do Dragão,32929,Porto,Lazio,Serdar Gözübüyük,1,1,2,1,6.65,6.50,21,7,0,0,5,2,11,3,5,2,44.5,55.5,634,747,83,86,463,592,386,509,17,6,5,14,14,18,14,5,36,78,12,11,52,48,15,8,8,15,11,10,25,15,14,5,44,67,9,14,12,11,7,2,71,50,1,7,0,0,14,9,0,0,yellow-card(4);goal(37);yellow-card(46);goal(49);yellow-card(72);yellow-card(73),goal(23);clearance-off-the-line(28);yellow-card(39);yellow-card(77)
