Season,Part,Date,Time,Venue,Attendance,H_Team,A_Team,Referee,H_HT_Goals,A_HT_Goals,H_FT_Goals,A_FT_Goals,H_Ratings,A_Ratings,H_ShotsTotal,A_ShotsTotal,H_ShotsOnPost,A_ShotsOnPost,H_ShotsOnTarget,A_ShotsOnTarget,H_ShotsOffTarget,A_ShotsOffTarget,H_ShotsBlocked,A_ShotsBlocked,H_Possession,A_Possession,H_Touches,A_Touches,H_PassSuccess,A_PassSuccess,H_PassesTotal,A_PassesTotal,H_PassesAccurate,A_PassesAccurate,H_PassesKey,A_PassesKey,H_DribblesWon,A_DribblesWon,H_DribblesAttempted,A_DribblesAttempted,H_DribbledPast,A_DribbledPast,H_DribbleSuccess,A_DribbleSuccess,H_AerialsWon,A_AerialsWon,H_AerialSuccess,A_AerialSuccess,H_OffensiveAerials,A_OffensiveAerials,H_DefensiveAerials,A_DefensiveAerials,H_TackleSuccessful,A_TackleSuccessful,H_TacklesTotal,A_TacklesTotal,H_TackleUnsuccesful,A_TackleUnsuccesful,H_TackleSuccess,A_TackleSuccess,H_Clearances,A_Clearances,H_Interceptions,A_Interceptions,H_CornersTotal,A_CornersTotal,H_CornerAccuracy,A_CornerAccuracy,H_Dispossessed,A_Dispossessed,H_Errors,A_Errors,H_FoulsCommited,A_FoulsCommited,H_OffsidesCaught,A_OffsidesCaught,H_Events,A_Events
2021/2022,Europa League Group Stages,2021/12/09,17:45,Generali Arena,976,Sparta Prague,Brondby IF,Craig Pawson,1,0,2,0,6.86,6.16,10,6,0,0,7,1,2,4,1,1,42.9,57.1,525,641,70,76,343,459,241,351,7,5,9,5,19,14,5,9,47,36,6,12,33,67,12,6,6,12,15,18,20,27,5,9,75,67,14,11,12,16,3,4,67,0,8,6,0,0,12,14,3,6,goal(43);yellow-card(48);goal(49);yellow-card(51);second-yellow(57),yellow-card(47);yellow-card(48);second-yellow(75);yellow-card(88)
2021/2022,Europa League Group Stages,2021/12/09,17:45,Groupama Stadium,26842,Lyon,Rangers,Radu Marian Petrescu,0,1,1,1,6.44,6.62,11,7,0,1,3,2,6,5,2,0,50.1,49.9,720,729,86,86,550,552,474,472,9,5,14,13,28,24,13,14,50,54,9,5,64,36,8,6,6,8,16,25,29,39,13,14,55,64,9,16,14,10,6,0,83,0,11,5,0,1,18,9,2,0,own-goal(48),shot-on-post(24);goal(41);yellow-card(74)
2021/2022,Europa League Group Stages,2021/12/09,17:45,Bosuilstadion,7992,Royal Antwerp,Olympiacos,Marco Di Bello,1,0,1,0,6.83,6.45,11,10,0,0,8,4,3,5,0,1,45.1,54.9,565,649,78,80,382,469,299,377,10,8,2,7,9,12,7,2,22,58,14,17,45,55,17,14,14,17,12,13,19,15,7,2,63,87,22,10,21,10,8,5,50,80,6,7,0,0,8,11,3,1,goal(6),yellow-card(38);yellow-card(93)
2021/2022,Europa League Group Stages,2021/12/09,17:45,Ulker Stadyumu,8932,Fenerbahce,Eintracht Frankfurt,Srdjan Jovanovic,1,1,1,1,6.39,6.44,4,10,0,0,2,4,0,3,2,3,42.7,57.3,623,790,78,84,449,602,352,503,2,7,7,9,19,10,9,7,37,90,7,13,35,65,11,9,9,11,9,17,18,24,9,7,50,71,18,6,14,12,1,4,0,50,5,8,0,1,5,16,1,2,yellow-card(38);goal(42);yellow-card(44),goal(29);error-to-goal(42);yellow-card(54);yellow-card(60);yellow-card(92)
2021/2022,Europa League Group Stages,2021/12/09,17:45,Reale Arena,24940,Real Sociedad,PSV Eindhoven,Felix Zwayer,1,0,3,0,7.01,6.05,10,11,0,1,5,2,2,6,3,3,32,68,460,788,74,87,276,602,204,524,8,8,8,6,26,16,6,8,31,38,17,13,57,43,22,8,8,22,18,24,24,32,6,8,75,75,20,11,7,13,3,3,67,67,6,8,0,1,13,16,2,2,penalty_scored(43);yellow-card(46);goal(62);yellow-card(81);goal(93),shot-on-post(36);yellow-card(41);yellow-card(60);error-to-goal(62);second-yellow(74);yellow-card(81);yellow-card(87);yellow-card(92)
2021/2022,Europa League Group Stages,2021/12/09,17:45,Merkur Arena,0,Sturm Graz,Monaco,Mohammed Al-Hakim,1,1,1,1,6.46,6.53,24,10,0,1,4,3,11,4,9,3,43.1,56.9,565,688,64,72,351,461,226,331,14,8,14,12,20,18,12,14,70,67,9,20,31,69,16,13,13,16,15,11,27,25,12,14,56,44,18,27,12,10,4,6,25,67,5,9,0,0,11,11,1,3,penalty_scored(6);yellow-card(63),yellow-card(6);shot-on-post(9);goal(30);yellow-card(32);yellow-card(54)
2021/2022,Europa League Group Stages,2021/12/09,17:45,Polish Army Stadium,21629,Legia Warszawa,Spartak Moscow,Matej Jug,0,1,0,1,6.32,6.90,15,11,1,0,4,3,7,6,4,2,66.3,33.7,812,498,84,64,575,294,481,187,11,6,9,11,18,18,11,9,50,61,17,12,59,41,17,12,12,17,13,19,24,28,11,9,54,68,21,26,14,11,5,5,0,20,10,6,1,0,12,19,2,0,error-to-goal(17);yellow-card(24);yellow-card(26);yellow-card(44);yellow-card(60);yellow-card(81);shot-on-post(84);penalty-missed(98),goal(17);yellow-card(34);yellow-card(61);yellow-card(80);penalty_saved(98)
2021/2022,Europa League Group Stages,2021/12/09,17:45,Diego Armando Maradona,14646,Napoli,Leicester,Antonio Miguel Mateu Lahoz,2,2,3,2,6.75,6.53,11,15,0,1,5,6,2,7,4,2,46.9,53.1,622,666,85,88,448,499,380,438,9,10,5,5,9,8,5,5,56,63,12,14,46,54,7,19,19,7,13,16,18,21,5,5,72,76,28,9,1,13,3,5,33,0,12,10,1,0,12,13,1,0,clearance-off-the-line(3);goal(4);goal(24);yellow-card(33);goal(53);yellow-card(77),goal(27);goal(33);shot-on-post(55)
2021/2022,Europa League Group Stages,2021/12/09,20:00,Huvepharma Arena,556,Ludogorets Razgrad,FC Midtjylland,Tobias Stieler,0,0,0,0,6.88,6.75,9,17,0,1,3,7,3,5,3,5,54.7,45.3,727,618,81,80,527,404,426,325,6,15,10,12,12,19,12,10,83,63,19,14,58,42,13,20,20,13,15,10,27,20,12,10,56,50,37,20,6,11,1,10,100,40,8,8,0,0,9,12,3,1,yellow-card(19);yellow-card(24),shot-on-post(1);yellow-card(28);yellow-card(38);yellow-card(74)
2021/2022,Europa League Group Stages,2021/12/09,20:00,Estádio Municipal de Braga,5344,Braga,FK Crvena Zvezda,Marco Guida,0,0,1,1,6.61,6.45,20,5,0,0,7,3,7,0,6,2,66.5,33.5,716,442,82,62,503,255,410,158,19,2,12,3,14,6,3,12,86,50,21,20,51,49,24,17,17,24,8,12,11,24,3,12,73,50,13,32,8,10,14,5,64,0,10,5,0,0,11,11,1,7,yellow-card(36);penalty_scored(52),yellow-card(47);penalty_scored(70);yellow-card(81);yellow-card(95)
2021/2022,Europa League Group Stages,2021/12/09,20:00,Olimpico,13178,Lazio,Galatasaray,Carlos del Cerro Grande,0,0,0,0,6.64,6.48,11,6,0,0,1,2,5,3,5,1,62.1,37.9,793,548,86,79,630,390,543,310,7,4,11,2,15,6,2,11,73,33,19,13,59,41,11,21,21,11,10,15,12,26,2,11,83,58,12,20,8,10,6,2,17,50,11,6,0,0,12,11,0,2,yellow-card(11),yellow-card(17);yellow-card(76);yellow-card(83)
2021/2022,Europa League Group Stages,2021/12/09,20:00,Stade Vélodrome,42614,Marseille,Lokomotiv Moscow,William Collum,1,0,1,0,6.82,6.36,14,6,0,0,5,0,4,1,5,5,70.3,29.7,891,468,88,72,686,286,607,207,12,5,19,6,28,10,6,19,68,60,4,10,29,71,9,5,5,9,14,13,20,32,6,19,70,41,7,24,10,17,13,2,54,50,4,10,0,0,8,19,1,3,yellow-card(18);goal(35);second-yellow(80),yellow-card(24);yellow-card(26);yellow-card(56);yellow-card(87)
2021/2022,Europa League Group Stages,2021/12/09,20:00,Celtic Park,54548,Celtic,Real Betis,Daniel Stefanski,1,0,3,2,6.75,6.48,8,19,0,2,4,7,3,8,1,4,45.3,54.7,631,708,81,84,415,481,336,406,6,13,7,12,20,24,12,7,35,50,10,9,53,47,10,9,9,10,23,19,35,26,12,7,66,73,24,10,10,10,5,10,100,40,6,11,0,0,15,10,3,2,goal(3);yellow-card(24);yellow-card(33);goal(72);penalty_scored(78),yellow-card(24);shot-on-post(48);yellow-card(49);yellow-card(55);own-goal(69);goal(74);shot-on-post(97)
2021/2022,Europa League Group Stages,2021/12/09,20:00,Groupama Arena,12127,Ferencvaros,Leverkusen,Kirill Levnikov,0,0,1,0,6.71,6.33,8,13,0,0,1,5,5,4,2,4,43.7,56.3,620,732,82,87,449,575,367,503,5,12,8,8,17,13,8,8,47,62,6,7,46,54,6,7,7,6,7,17,15,25,8,8,47,68,17,6,10,3,4,6,25,33,8,2,0,0,6,11,2,3,clearance-off-the-line(78);goal(82);yellow-card(84);yellow-card(90);yellow-card(92),yellow-card(25);yellow-card(86);yellow-card(87)
2021/2022,Europa League Group Stages,2021/12/09,20:00,Cegeka Arena,10018,Genk,Rapid Wien,Tiago Martins,0,1,0,1,6.48,6.77,13,8,0,0,3,4,6,3,4,1,66.7,33.3,783,483,80,64,557,284,447,182,11,6,20,4,40,12,4,20,50,33,12,11,52,48,15,8,8,15,11,25,15,45,4,20,73,56,14,30,11,15,14,1,43,0,5,3,0,0,13,10,0,3,yellow-card(49);yellow-card(90),yellow-card(21);goal(29);yellow-card(41);yellow-card(52);yellow-card(75);yellow-card(76);yellow-card(92)
2021/2022,Europa League Group Stages,2021/12/09,20:00,London Stadium,49407,West Ham,Dinamo Zagreb,Maurizio Mariani,0,1,0,1,6.00,6.06,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,
2021/2022,Europa League Group Stages,2021/11/24,15:30,Otkrytie Arena,10852,Spartak Moscow,Napoli,Clément Turpin,2,0,2,1,6.92,6.57,12,19,0,0,4,8,6,8,2,3,30.1,69.9,471,845,75,88,267,639,201,560,9,13,9,9,16,16,9,9,56,56,17,5,77,23,11,11,11,11,15,20,24,29,9,9,63,69,28,9,10,7,3,7,67,57,13,8,0,0,13,9,2,2,penalty_scored(3);yellow-card(14);goal(28);yellow-card(87);yellow-card(92),goal(64);yellow-card(77);yellow-card(84)
2021/2022,Europa League Group Stages,2021/11/25,17:45,MCH Arena,7189,FC Midtjylland,Braga,Matej Jug,1,1,3,2,6.66,6.43,9,13,1,1,6,3,2,8,1,2,39.6,60.4,500,671,67,75,329,489,222,368,5,12,9,7,18,15,7,9,50,47,24,25,49,51,29,20,20,29,12,17,19,26,7,9,63,65,14,14,14,6,1,3,100,100,8,4,0,1,15,10,4,2,goal(2);goal(48);yellow-card(52);yellow-card(64);shot-on-post(68);yellow-card(83);penalty_scored(93);yellow-card(93),yellow-card(21);goal(43);shot-on-post(49);yellow-card(80);goal(85);yellow-card(86)
2021/2022,Europa League Group Stages,2021/11/25,17:45,Rajko Mitic Stadium,11252,FK Crvena Zvezda,Ludogorets Razgrad,José María Sánchez Martínez,0,0,1,0,6.84,6.36,15,6,1,0,4,2,8,3,3,1,46.9,53.1,573,636,81,81,386,439,312,357,13,4,6,12,14,16,12,6,43,75,17,14,55,45,18,13,13,18,12,17,24,23,12,6,50,74,19,18,21,4,5,2,20,0,9,8,0,0,20,11,0,3,goal(57);yellow-card(63);yellow-card(69);shot-on-post(85);yellow-card(87);yellow-card(88),yellow-card(85)
2021/2022,Europa League Group Stages,2021/11/25,17:45,NEF Stadyumu,39758,Galatasaray,Marseille,Tobias Stieler,2,0,4,2,6.87,6.29,6,14,1,1,4,10,1,3,1,1,41.4,58.6,522,669,80,87,346,485,276,424,5,8,4,4,9,11,4,4,44,36,11,8,58,42,11,8,8,11,20,15,24,19,4,4,83,79,14,9,13,10,2,4,50,75,10,13,0,0,11,18,6,3,shot-on-post(11);goal(12);own-goal(30);yellow-card(36);goal(64);penalty_saved(68);goal(83);yellow-card(94),shot-on-post(20);yellow-card(36);yellow-card(46);yellow-card(53);yellow-card(61);penalty-missed(68);goal(68);clearance-off-the-line(70);yellow-card(84);goal(85);yellow-card(89);yellow-card(96)
2021/2022,Europa League Group Stages,2021/11/25,17:45,RZD Arena,8100,Lokomotiv Moscow,Lazio,Artur Manuel Soares Dias,0,0,0,3,6.12,6.98,8,15,0,1,2,9,5,4,1,2,33.6,66.4,500,777,68,82,307,608,210,496,6,12,6,12,13,21,12,6,46,57,10,14,42,58,11,13,13,11,15,10,27,16,12,6,56,63,24,9,16,8,3,10,67,40,3,6,0,0,16,11,3,1,yellow-card(1);yellow-card(13);clearance-off-the-line(24);yellow-card(55);yellow-card(62);yellow-card(86),yellow-card(21);yellow-card(35);penalty_scored(56);yellow-card(57);penalty_scored(63);yellow-card(76);goal(87);shot-on-post(91)
2021/2022,Europa League Group Stages,2021/11/25,17:45,BayArena,19830,Leverkusen,Celtic,Anastasios Sidiropoulos,1,1,3,2,6.90,6.39,16,5,2,0,7,3,5,0,4,2,57.5,42.5,807,651,85,84,612,455,523,381,14,3,15,3,22,9,3,15,68,33,8,10,44,56,7,11,11,7,16,17,19,32,3,15,84,53,16,25,7,11,11,3,55,33,10,10,1,1,10,7,3,3,goal(16);yellow-card(33);yellow-card(39);shot-on-post(44);shot-on-post(44);error-to-goal(56);goal(82);goal(87),penalty_scored(40);goal(56);yellow-card(69)
2021/2022,Europa League Group Stages,2021/11/25,17:45,Benito Villamarín,30137,Real Betis,Ferencvaros,Ruddy Buquet,1,0,2,0,7.06,6.17,16,9,0,0,5,3,6,2,5,4,61,39,796,560,88,81,641,392,562,316,13,7,5,7,10,12,7,5,50,58,12,6,67,33,5,13,13,5,8,14,15,19,7,5,53,74,15,13,10,9,4,5,100,60,9,3,0,1,14,11,0,2,goal(5);goal(52),yellow-card(41);yellow-card(49);yellow-card(79)
2021/2022,Europa League Group Stages,2021/11/25,17:45,Maksimir,6892,Dinamo Zagreb,Genk,Glenn Nyberg,1,1,1,1,6.66,6.71,14,11,0,0,5,3,4,3,5,5,50.5,49.5,685,668,84,83,496,471,417,389,11,10,10,10,18,18,10,10,56,56,18,11,62,38,15,14,14,15,14,16,24,26,10,10,58,62,15,20,21,11,2,5,0,20,8,6,0,0,11,11,2,0,goal(35),goal(45);yellow-card(73);yellow-card(83)
2021/2022,Europa League Group Stages,2021/11/25,17:45,Allianz Stadion,0,Rapid Wien,West Ham,Sergei Ivanov,0,2,0,2,6.35,7.01,13,12,0,0,3,7,8,4,2,1,39.2,60.8,606,867,82,87,435,673,356,586,11,10,8,22,11,29,22,8,73,76,4,7,36,64,5,6,6,5,20,10,42,18,22,8,48,56,27,10,17,10,1,4,0,75,7,13,0,0,8,7,2,6,clearance-off-the-line(60),goal(39);penalty_scored(47)
2021/2022,Europa League Group Stages,2021/11/25,20:00,King Power Stadium,30658,Leicester,Legia Warszawa,Deniz Aytekin,3,1,3,1,6.97,6.20,12,9,0,0,4,5,3,2,5,2,58,42,685,539,85,79,511,359,436,284,9,5,8,9,14,20,9,8,57,45,9,7,56,44,8,8,8,8,21,8,30,16,9,8,70,50,16,12,12,13,8,7,50,29,2,10,0,0,17,10,2,0,goal(11);goal(21);penalty_saved(26);goal(33);yellow-card(61);yellow-card(89),penalty-missed(26);goal(26);yellow-card(39);yellow-card(48);yellow-card(87)
2021/2022,Europa League Group Stages,2021/11/25,20:00,Ibrox Stadium,48370,Rangers,Sparta Prague,Danny Makkelie,1,0,2,0,7.01,6.18,11,10,1,0,5,4,5,5,1,1,48.7,51.3,654,680,80,80,471,492,375,392,9,5,7,12,17,27,12,7,41,44,13,14,48,52,14,13,13,14,23,12,35,19,12,7,66,63,17,8,10,13,3,6,33,67,2,8,0,1,8,11,2,2,shot-on-post(6);goal(15);yellow-card(45);goal(49);yellow-card(57),yellow-card(47);error-to-goal(49)
2021/2022,Europa League Group Stages,2021/11/25,20:00,Brøndby Stadion,16645,Brondby IF,Lyon,Georgi Kabakov,0,0,1,3,6.08,6.76,6,10,0,0,2,5,1,3,3,2,35,65,515,863,73,87,357,693,262,606,3,5,9,7,17,18,7,9,53,39,9,15,38,63,11,13,13,11,15,11,22,20,7,9,68,55,12,10,5,15,4,2,50,100,3,5,1,0,9,8,2,1,yellow-card(27);goal(50);error-to-goal(57);yellow-card(84),goal(57);goal(66);goal(76);yellow-card(78);yellow-card(79)
2021/2022,Europa League Group Stages,2021/11/25,20:00,Georgios Karaiskakis Stadium,22405,Olympiacos,Fenerbahce,Antonio Miguel Mateu Lahoz,0,0,1,0,6.75,6.37,17,6,0,1,3,0,7,5,7,1,54.2,45.8,632,567,85,79,455,398,385,313,12,5,9,6,14,12,6,9,64,50,15,13,54,46,14,14,14,14,14,9,20,18,6,9,70,50,9,28,5,11,5,3,40,100,4,8,0,0,11,12,2,3,yellow-card(38);goal(89);yellow-card(91),shot-on-post(18);yellow-card(90)
2021/2022,Europa League Group Stages,2021/11/25,20:00,Deutsche Bank Park,30000,Eintracht Frankfurt,Royal Antwerp,Paul Tierney,1,1,2,2,6.59,6.77,17,7,0,0,4,3,8,1,5,3,58.8,41.2,684,563,81,72,510,368,414,265,13,6,9,6,15,13,6,9,60,46,21,25,46,54,16,30,30,16,9,7,15,16,6,9,60,44,13,32,11,17,8,3,38,33,1,2,0,0,14,7,4,2,goal(13);goal(94),goal(33);yellow-card(59);yellow-card(83);goal(88)
2021/2022,Europa League Group Stages,2021/11/25,20:00,Philips Stadion,0,PSV Eindhoven,Sturm Graz,Pawel Raczkowski,1,0,2,0,6.90,6.05,17,7,1,0,3,2,10,3,4,2,69.5,30.5,908,474,83,64,732,315,610,201,16,3,13,3,19,6,3,13,68,50,15,11,58,42,12,14,14,12,8,14,11,27,3,13,73,52,5,17,8,11,4,3,50,67,8,5,1,0,10,16,2,1,penalty_scored(45);goal(55);yellow-card(76);shot-on-post(91),yellow-card(79)
2021/2022,Europa League Group Stages,2021/11/25,20:00,Stade Louis II,3834,Monaco,Real Sociedad,Ivan Kruzliak,2,1,2,1,6.65,6.45,13,13,0,0,5,2,5,6,3,5,39.1,60.9,510,721,67,81,322,503,216,409,9,8,8,17,15,28,17,8,53,61,19,19,50,50,20,18,18,20,27,11,44,19,17,8,61,58,18,14,11,9,5,5,20,40,4,16,0,2,17,9,1,2,yellow-card(15);goal(28);yellow-card(33);goal(37);yellow-card(74);red-card(89);yellow-card(95),goal(35);yellow-card(44);yellow-card(58);yellow-card(75)
2021/2022,Europa League Group Stages,2021/11/04,17:45,Groupama Stadium,0,Lyon,Sparta Prague,Maurizio Mariani,0,0,3,0,7.37,6.19,15,15,0,0,7,4,5,6,3,5,59.2,40.8,763,568,83,77,559,381,463,293,13,10,12,8,23,15,8,12,52,53,18,11,62,38,12,17,17,12,15,15,23,27,8,12,65,56,18,16,15,12,7,5,71,40,4,8,0,0,6,14,2,0,goal(61);goal(63);goal(92),yellow-card(40);yellow-card(62)
2021/2022,Europa League Group Stages,2021/11/04,17:45,Brøndby Stadion,0,Brondby IF,Rangers,Nikola Dabanovic,1,0,1,1,6.39,6.46,5,15,0,0,0,3,3,9,2,3,51.6,48.4,670,637,81,81,465,443,377,359,4,11,8,10,11,17,10,8,73,59,12,13,48,52,10,15,15,10,10,13,20,21,10,8,50,62,23,18,7,8,10,6,60,50,10,3,0,0,6,6,4,1,own-goal(45);yellow-card(88),yellow-card(4);yellow-card(33);goal(77)
2021/2022,Europa League Group Stages,2021/11/04,17:45,Georgios Karaiskakis Stadium,23050,Olympiacos,Eintracht Frankfurt,Aleksey Kulbakov,1,1,1,2,6.56,6.54,12,5,0,0,5,3,5,2,2,0,52.3,47.7,689,620,82,79,483,452,398,357,12,3,11,5,19,12,5,11,58,42,15,13,54,46,16,12,12,16,17,13,22,24,5,11,77,54,12,16,11,14,4,3,50,0,5,10,0,0,12,22,1,0,goal(12),goal(17);yellow-card(31);yellow-card(68);goal(91);yellow-card(94)
2021/2022,Europa League Group Stages,2021/11/04,17:45,Reale Arena,25010,Real Sociedad,Sturm Graz,Andris Treimanis,0,1,1,1,6.79,6.87,30,7,0,0,9,3,11,3,10,1,72.9,27.1,890,468,86,63,658,256,569,161,14,5,17,10,25,14,10,17,68,71,26,12,68,32,16,22,22,16,8,15,18,32,10,17,44,47,10,42,7,13,19,2,53,50,7,4,0,1,6,15,2,6,goal(53);yellow-card(74),clearance-off-the-line(28);goal(38);yellow-card(58);clearance-off-the-line(69);yellow-card(78);yellow-card(91)
2021/2022,Europa League Group Stages,2021/11/04,17:45,Stade Louis II,5840,Monaco,PSV Eindhoven,Cüneyt Çakir,0,0,0,0,6.62,6.59,4,9,0,0,1,0,1,5,2,4,57.1,42.9,750,606,83,74,556,411,463,305,4,6,9,9,25,20,9,9,36,45,14,13,52,48,11,16,16,11,24,20,33,29,9,9,73,69,17,7,10,10,2,6,100,33,4,13,0,0,14,16,1,3,yellow-card(18);yellow-card(27),yellow-card(66);clearance-off-the-line(67)
2021/2022,Europa League Group Stages,2021/11/04,17:45,NEF Stadyumu,27776,Galatasaray,Lokomotiv Moscow,Sandro Schärer,1,0,1,1,6.68,6.62,12,14,0,0,1,5,8,7,3,2,50.1,49.9,577,576,77,77,365,356,282,273,10,10,16,15,24,24,15,16,67,63,9,15,38,63,15,9,9,15,23,22,38,38,15,16,61,58,16,15,11,12,4,7,75,57,14,14,0,0,11,19,2,2,yellow-card(9);goal(43);yellow-card(74);yellow-card(93);yellow-card(93),yellow-card(14);yellow-card(36);goal(72);yellow-card(92);yellow-card(93)
