Season,Part,Date,Time,Venue,Attendance,H_Team,A_Team,Referee,H_HT_Goals,A_HT_Goals,H_FT_Goals,A_FT_Goals,H_Ratings,A_Ratings,H_ShotsTotal,A_ShotsTotal,H_ShotsOnPost,A_ShotsOnPost,H_ShotsOnTarget,A_ShotsOnTarget,H_ShotsOffTarget,A_ShotsOffTarget,H_ShotsBlocked,A_ShotsBlocked,H_Possession,A_Possession,H_Touches,A_Touches,H_PassSuccess,A_PassSuccess,H_PassesTotal,A_PassesTotal,H_PassesAccurate,A_PassesAccurate,H_PassesKey,A_PassesKey,H_DribblesWon,A_DribblesWon,H_DribblesAttempted,A_DribblesAttempted,H_DribbledPast,A_DribbledPast,H_DribbleSuccess,A_DribbleSuccess,H_AerialsWon,A_AerialsWon,H_AerialSuccess,A_AerialSuccess,H_OffensiveAerials,A_OffensiveAerials,H_DefensiveAerials,A_DefensiveAerials,H_TackleSuccessful,A_TackleSuccessful,H_TacklesTotal,A_TacklesTotal,H_TackleUnsuccesful,A_TackleUnsuccesful,H_TackleSuccess,A_TackleSuccess,H_Clearances,A_Clearances,H_Interceptions,A_Interceptions,H_CornersTotal,A_CornersTotal,H_CornerAccuracy,A_CornerAccuracy,H_Dispossessed,A_Dispossessed,H_Errors,A_Errors,H_FoulsCommited,A_FoulsCommited,H_OffsidesCaught,A_OffsidesCaught,H_Events,A_Events
2017/2018,regular,2018/5/07,20:00,Estádio Capital do Móvel,5269,Pacos de Ferreira,Rio Ave,João Pinheiro,0,0,0,0,6.76,6.66,15,8,0,0,4,1,9,5,2,2,35.1,64.9,435,650,70,79,250,482,176,383,9,6,2,8,10,13,8,2,20,62,21,17,55,45,19,18,19,20,16,10,24,12,8,2,67,83,19,17,12,6,7,6,43,33,2,11,0,0,23,17,1,2,yellow-card(4);yellow-card(27);yellow-card(85),yellow-card(77);yellow-card(85);yellow-card(88)
2017/2018,regular,2018/5/11,20:30,Estádio do Clube Desportivo das Aves,1519,Aves,Chaves,Luis Ferreira,2,1,2,3,6.69,6.93,12,15,0,0,6,7,6,5,0,3,32.6,67.4,467,767,70,87,271,566,189,494,11,11,14,12,29,26,12,14,48,46,10,11,48,52,18,3,3,18,19,21,31,35,12,14,61,60,19,16,13,11,2,7,0,14,6,5,0,0,15,17,1,0,goal(5);yellow-card(19);goal(22);yellow-card(94),penalty_scored(21);yellow-card(43);yellow-card(73);goal(89);goal(93)
2017/2018,regular,2018/5/12,16:00,Estádio D. Alfonso Henriques,20090,Vitoria de Guimaraes,Porto,João Capela,0,0,0,1,6.44,7.01,9,16,0,0,2,5,3,8,4,3,37.5,62.5,440,661,69,82,301,494,207,406,7,11,6,9,9,20,9,6,67,45,13,20,39,61,13,20,20,13,14,11,23,17,9,6,61,65,24,3,10,16,0,8,0,50,8,3,0,0,21,16,0,1,yellow-card(92),goal(69)
2017/2018,regular,2018/5/12,20:00,Estádio do Bessa XXI,5317,Boavista,Belenenses SAD,Rui Oliveira,1,0,1,0,7.04,6.39,16,8,0,0,7,2,8,4,1,2,47.3,52.7,545,592,77,77,373,422,286,325,13,5,8,7,10,22,7,8,80,32,18,17,51,49,18,17,17,18,20,12,27,20,7,8,74,60,8,15,23,18,4,4,50,75,10,5,0,0,21,12,4,2,goal(19);yellow-card(54);yellow-card(68);yellow-card(81),second-yellow(42);yellow-card(57);yellow-card(77)
2017/2018,regular,2018/5/13,18:00,Estádio do Rio Ave,7452,Rio Ave,Braga,Rui Costa,1,0,1,0,6.91,6.52,7,15,0,0,4,4,3,5,0,6,46.6,53.4,535,582,75,76,353,384,265,293,7,11,12,7,24,11,7,12,50,64,13,17,43,57,14,16,16,14,12,23,19,35,7,12,63,66,21,18,10,9,7,10,86,40,11,8,0,0,21,19,2,3,goal(43);yellow-card(90);yellow-card(91),yellow-card(39);yellow-card(66);yellow-card(91);yellow-card(92)
2017/2018,regular,2018/5/13,18:00,Estádio Marcolino de Castro,5420,Feirense,Estoril,Artur Manuel Soares Dias,0,0,0,0,6.80,6.57,9,17,0,0,1,4,5,8,3,5,38,62,411,553,57,74,209,337,120,251,8,6,4,5,6,21,5,4,67,24,29,28,51,49,36,21,21,36,23,16,28,20,5,4,82,80,34,25,9,8,1,5,0,0,14,7,0,0,19,16,0,2,yellow-card(72);yellow-card(94),yellow-card(89);red-card(95)
2017/2018,regular,2018/5/13,18:00,Estádio Municipal de Portimão,3914,Portimonense,Pacos de Ferreira,Tiago Martins,1,0,3,1,7.18,6.39,14,13,0,0,7,4,6,6,1,3,47.6,52.4,584,588,74,74,366,393,271,289,13,10,4,6,5,9,6,4,80,67,11,10,52,48,11,10,10,11,17,21,23,25,6,4,74,84,35,11,23,9,6,10,50,20,20,14,0,0,16,13,1,1,goal(27);yellow-card(68);goal(77);yellow-card(91);goal(92),yellow-card(37);yellow-card(64);yellow-card(79);goal(88)
2017/2018,regular,2018/5/13,18:00,Estádio dos Barreiros,9955,Maritimo,Sporting,Jorge Sousa,1,1,2,1,6.85,6.51,7,10,0,0,2,3,3,5,2,2,33.2,66.8,454,693,69,83,252,514,174,428,7,9,4,9,5,23,9,4,80,39,17,30,36,64,24,23,23,24,29,12,38,16,9,4,76,75,36,11,8,10,4,8,0,25,11,15,0,1,13,17,1,0,goal(31);goal(92),goal(32);error-to-goal(92)
2017/2018,regular,2018/5/13,18:00,Estádio do Bonfim,6184,Vitoria de Setubal,Tondela,Luís Godinho,1,0,1,0,6.97,6.38,12,7,2,0,2,5,8,0,2,2,46.1,53.9,439,445,61,59,231,273,141,162,9,5,3,4,5,10,4,3,60,40,20,29,41,59,26,23,23,26,13,14,17,17,4,3,76,82,36,29,7,4,8,6,13,17,12,7,0,0,18,30,1,0,shot-on-post(8);goal(23);clearance-off-the-line(27);shot-on-post(28);yellow-card(76);yellow-card(84),yellow-card(69);yellow-card(71);yellow-card(85);yellow-card(91)
2017/2018,regular,2018/5/13,18:00,Estádio da Luz,41926,Benfica,Moreirense,Fábio Veríssimo,0,0,1,0,6.80,6.35,10,6,0,0,2,1,6,1,2,4,66.1,33.9,739,466,83,71,561,289,468,206,8,3,6,6,14,13,6,6,43,46,11,9,55,45,9,11,11,9,14,12,20,18,6,6,70,67,12,24,14,24,6,3,33,0,4,7,0,0,16,16,0,1,yellow-card(37);yellow-card(41);penalty_scored(52);yellow-card(84),yellow-card(23);yellow-card(63);yellow-card(64);yellow-card(73)
