Season,Part,Date,Time,Venue,Attendance,H_Team,A_Team,Referee,H_HT_Goals,A_HT_Goals,H_FT_Goals,A_FT_Goals,H_Ratings,A_Ratings,H_ShotsTotal,A_ShotsTotal,H_ShotsOnPost,A_ShotsOnPost,H_ShotsOnTarget,A_ShotsOnTarget,H_ShotsOffTarget,A_ShotsOffTarget,H_ShotsBlocked,A_ShotsBlocked,H_Possession,A_Possession,H_Touches,A_Touches,H_PassSuccess,A_PassSuccess,H_PassesTotal,A_PassesTotal,H_PassesAccurate,A_PassesAccurate,H_PassesKey,A_PassesKey,H_DribblesWon,A_DribblesWon,H_DribblesAttempted,A_DribblesAttempted,H_DribbledPast,A_DribbledPast,H_DribbleSuccess,A_DribbleSuccess,H_AerialsWon,A_AerialsWon,H_AerialSuccess,A_AerialSuccess,H_OffensiveAerials,A_OffensiveAerials,H_DefensiveAerials,A_DefensiveAerials,H_TackleSuccessful,A_TackleSuccessful,H_TacklesTotal,A_TacklesTotal,H_TackleUnsuccesful,A_TackleUnsuccesful,H_TackleSuccess,A_TackleSuccess,H_Clearances,A_Clearances,H_Interceptions,A_Interceptions,H_CornersTotal,A_CornersTotal,H_CornerAccuracy,A_CornerAccuracy,H_Dispossessed,A_Dispossessed,H_Errors,A_Errors,H_FoulsCommited,A_FoulsCommited,H_OffsidesCaught,A_OffsidesCaught,H_Events,A_Events
2022/2023,regular,2023/6/03,20:00,Stade François-Coty,9500,AC Ajaccio,Marseille,Benoît Bastien,0,0,1,0,6.68,6.62,3,17,0,1,1,5,0,10,2,2,27.9,72.1,411,774,68,85,227,582,154,496,2,12,6,14,17,23,14,6,35,61,9,24,27,73,20,13,13,20,15,16,29,22,14,6,52,73,29,9,10,7,2,3,0,67,6,8,0,0,19,15,2,0,clearance-off-the-line(45);clearance-off-the-line(45);goal(88);yellow-card(94),yellow-card(21);shot-on-post(60)
2022/2023,regular,2023/6/03,20:00,"Stade de lAbbé-Deschamps",17246,Auxerre,Lens,Benoît Millot,0,1,1,3,6.35,6.90,17,15,0,0,5,7,6,4,6,4,50.2,49.8,629,613,86,87,436,444,374,386,14,14,13,9,23,21,9,13,57,43,6,5,55,45,9,2,2,9,19,10,28,23,9,13,68,43,8,20,8,11,5,5,20,40,3,9,1,1,10,16,3,4,yellow-card(27);error-to-goal(48);goal(71),yellow-card(6);goal(19);goal(48);yellow-card(69);error-to-goal(71);goal(78);clearance-off-the-line(81);yellow-card(83)
2022/2023,regular,2023/6/03,20:00,Stade Louis II,5670,Monaco,Toulouse,Stéphanie Frappart,0,0,1,2,6.59,6.71,19,22,1,0,7,8,9,9,3,5,57.2,42.8,778,613,86,79,569,429,489,338,17,12,8,5,21,18,5,8,38,28,8,6,57,43,8,6,6,8,21,18,26,26,5,8,81,69,9,14,6,11,4,7,50,43,7,12,1,0,10,11,4,1,yellow-card(12);goal(78);shot-on-post(80),yellow-card(58);goal(70);goal(94);yellow-card(95)
2022/2023,regular,2023/6/03,20:00,La Beaujoire-Louis-Fonteneau,27650,Nantes,Angers,Clément Turpin,1,0,1,0,6.75,6.31,11,5,0,0,7,1,3,4,1,0,33,67,421,699,76,90,245,525,186,472,8,3,9,4,20,14,4,9,45,29,8,12,40,60,14,6,6,14,18,19,22,28,4,9,82,68,10,17,7,0,8,1,63,100,8,10,0,0,12,13,2,3,goal(16);yellow-card(94),
2022/2023,regular,2023/6/03,20:00,Stade du Moustoir,16351,Lorient,Strasbourg,Bastien Dechepy,2,0,2,1,6.76,6.48,5,15,0,1,3,7,0,6,2,2,53,47,763,697,90,89,596,524,535,468,5,11,7,10,20,18,10,7,35,56,9,7,56,44,7,9,9,7,20,16,30,23,10,7,67,70,16,12,7,11,4,4,50,75,6,13,0,0,9,15,5,1,goal(10);goal(36);yellow-card(89),shot-on-post(9);goal(57);yellow-card(66)
2022/2023,regular,2023/6/03,20:00,Allianz Riviera,25243,Nice,Lyon,Eric Wattellier,3,1,3,1,6.95,6.54,16,16,0,0,6,7,4,8,6,1,43.1,56.9,676,829,82,88,467,625,385,548,11,15,15,12,28,32,12,15,54,38,5,10,33,67,7,8,8,7,26,21,38,36,12,15,68,58,12,13,14,13,3,2,33,50,9,7,0,0,8,12,1,1,own-goal(5);goal(28);goal(33),goal(41);yellow-card(49)
2022/2023,regular,2023/6/03,20:00,Parc des Princes,47926,PSG,Clermont Foot,Thomas Leonard,2,2,2,3,6.27,6.58,16,12,0,0,6,5,7,5,3,2,54.1,45.9,708,622,91,89,566,474,513,420,12,7,8,8,18,18,8,8,44,44,7,2,78,22,5,4,4,5,7,18,15,26,8,8,47,69,12,10,5,7,6,2,50,50,10,2,2,0,17,11,1,0,goal(16);penalty_scored(21);error-to-goal(24);yellow-card(28);error-to-goal(46);yellow-card(76),goal(24);penalty-missed(37);goal(46);goal(63);yellow-card(91)
2022/2023,regular,2023/6/03,20:00,Stade Francis-Le Blé,15143,Brest,Rennes,Jerome Brisard,1,2,1,2,6.35,6.62,14,12,0,0,5,3,4,6,5,3,52.7,47.3,587,531,80,77,410,376,328,291,10,8,10,13,22,18,13,10,45,72,23,19,55,45,22,20,20,22,10,14,23,24,13,10,43,58,7,10,13,7,3,3,67,33,5,5,1,0,10,14,2,2,penalty_scored(36);yellow-card(42);yellow-card(47);yellow-card(94),goal(13);yellow-card(42);penalty_scored(49);yellow-card(83);yellow-card(85);yellow-card(94)
2022/2023,regular,2023/6/03,20:00,Stade Auguste-Delaune II,15036,Reims,Montpellier,Pierre Gaillouste,1,0,1,3,6.37,6.78,11,16,1,0,5,8,5,2,1,6,48,52,618,646,82,81,412,449,336,363,10,9,13,11,23,20,11,13,57,55,10,10,50,50,11,9,9,11,12,18,23,31,11,13,52,58,18,13,10,8,4,7,75,43,9,6,1,0,16,9,1,2,yellow-card(13);goal(28);shot-on-post(32);error-to-goal(59);clearance-off-the-line(61),yellow-card(44);goal(54);goal(59);yellow-card(66);goal(76)
2022/2023,regular,2023/6/03,20:00,"Stade de lAube",11006,Troyes,Lille,Jeremy Stinat,0,0,1,1,6.65,6.61,8,18,0,1,3,7,3,9,2,2,33.8,66.2,480,756,75,88,302,592,225,521,5,15,13,5,23,8,5,13,57,63,12,11,52,48,12,11,11,12,8,15,13,28,5,13,62,54,23,8,9,6,2,8,0,50,6,6,0,0,9,15,4,4,goal(72),yellow-card(15);yellow-card(26);yellow-card(32);shot-on-post(46);goal(52);yellow-card(55)
