Season,Part,Date,Time,Venue,Attendance,H_Team,A_Team,Referee,H_HT_Goals,A_HT_Goals,H_FT_Goals,A_FT_Goals,H_Ratings,A_Ratings,H_ShotsTotal,A_ShotsTotal,H_ShotsOnPost,A_ShotsOnPost,H_ShotsOnTarget,A_ShotsOnTarget,H_ShotsOffTarget,A_ShotsOffTarget,H_ShotsBlocked,A_ShotsBlocked,H_Possession,A_Possession,H_Touches,A_Touches,H_PassSuccess,A_PassSuccess,H_PassesTotal,A_PassesTotal,H_PassesAccurate,A_PassesAccurate,H_PassesKey,A_PassesKey,H_DribblesWon,A_DribblesWon,H_DribblesAttempted,A_DribblesAttempted,H_DribbledPast,A_DribbledPast,H_DribbleSuccess,A_DribbleSuccess,H_AerialsWon,A_AerialsWon,H_AerialSuccess,A_AerialSuccess,H_OffensiveAerials,A_OffensiveAerials,H_DefensiveAerials,A_DefensiveAerials,H_TackleSuccessful,A_TackleSuccessful,H_TacklesTotal,A_TacklesTotal,H_TackleUnsuccesful,A_TackleUnsuccesful,H_TackleSuccess,A_TackleSuccess,H_Clearances,A_Clearances,H_Interceptions,A_Interceptions,H_CornersTotal,A_CornersTotal,H_CornerAccuracy,A_CornerAccuracy,H_Dispossessed,A_Dispossessed,H_Errors,A_Errors,H_FoulsCommited,A_FoulsCommited,H_OffsidesCaught,A_OffsidesCaught,H_Events,A_Events
2009/2010,regular,2010/5/15,19:45,Giuseppe Meazza,0,AC Milan,Juventus,Matteo Trefoloni,2,0,3,0,7.48,6.27,11,24,0,0,5,6,5,8,1,10,58.9,41.1,726,534,84,84,550,361,463,302,8,19,11,1,17,4,1,11,65,25,6,5,55,45,0,0,0,0,14,23,15,34,1,11,93,68,16,15,21,17,4,8,50,13,17,11,0,1,11,15,3,4,goal(14);yellow-card(22);goal(28);goal(67);yellow-card(69);clearance-off-the-line(77),yellow-card(36);yellow-card(50);error-to-goal(67)
2009/2010,regular,2010/5/15,19:45,Olimpico,0,Lazio,Udinese,Marco Guida,2,1,3,1,7.03,6.58,25,13,0,0,9,4,12,3,4,6,0.0,0.0,692,509,88,80,537,342,473,272,19,8,3,13,6,22,13,3,50,59,4,6,40,60,0,0,0,0,23,17,36,20,13,3,64,85,12,24,12,14,10,6,60,17,14,14,0,0,18,8,1,7,goal(16);goal(45);goal(53);yellow-card(69);yellow-card(81),goal(30);yellow-card(37);red-card(37)
2009/2010,regular,2010/5/16,14:00,Ennio Tardini,0,Parma Calcio 1913,Livorno,Emiliano Gallione,1,0,4,1,7.69,6.92,25,28,0,2,10,12,6,8,9,8,0.0,0.0,723,591,85,81,534,376,453,304,22,20,8,3,12,8,3,8,67,38,3,4,43,57,0,0,0,0,21,17,24,25,3,8,88,68,17,27,12,21,4,7,100,57,13,16,0,0,12,10,0,3,yellow-card(9);goal(47);goal(46);goal(49);goal(90),shot-on-post(47);shot-on-post(47);goal(72)
2009/2010,regular,2010/5/16,14:00,Comunale Luigi Ferraris,0,Sampdoria,Napoli,Nicola Rizzoli,0,0,1,0,6.91,6.52,15,9,0,0,5,5,10,4,0,0,0.0,0.0,488,600,76,78,347,437,263,343,10,8,1,7,8,12,7,1,13,58,7,9,44,56,0,0,0,0,17,22,24,23,7,1,71,96,25,19,12,11,5,9,20,67,15,12,0,2,16,23,3,2,goal(51);yellow-card(66),yellow-card(43);yellow-card(46);yellow-card(46);yellow-card(75)
2009/2010,regular,2010/5/16,14:00,Atleti Azzurri D'Italia,0,Atalanta,Palermo FC,Gianluca Rocchi,0,1,1,2,6.82,7.13,26,18,0,0,6,9,14,8,6,1,0.0,0.0,694,622,83,80,498,439,414,352,23,14,8,3,11,9,3,8,73,33,8,13,38,62,0,0,0,0,16,12,19,20,3,8,84,60,31,34,22,14,5,8,80,75,9,10,1,2,12,14,2,6,yellow-card(13);goal(48);yellow-card(94),goal(12);yellow-card(17);penalty_scored(95)
2009/2010,regular,2010/5/16,14:00,Marc'Antonio Bentegodi,0,Chievo,Roma,Paolo Tagliavento,0,2,0,2,6.51,7.37,9,16,0,1,2,6,4,6,3,4,0.0,0.0,532,767,78,84,380,596,295,502,8,13,5,4,11,9,4,5,45,44,3,9,25,75,0,0,0,0,19,15,23,20,4,5,83,75,10,24,25,25,8,5,38,80,9,14,0,0,8,9,7,4,yellow-card(57),shot-on-post(22);goal(39);goal(46)
2009/2010,regular,2010/5/16,14:00,Sant'Elia,0,Cagliari,Bologna,Luigi Nasca,0,1,1,1,6.83,6.72,11,9,0,0,4,4,3,5,4,0,0.0,0.0,700,607,83,79,531,438,439,348,7,6,8,1,15,9,1,8,53,11,7,10,41,59,0,0,0,0,21,16,22,24,1,8,95,67,17,37,15,19,6,1,67,100,9,13,1,0,9,11,3,4,goal(65),goal(3);yellow-card(27)
2009/2010,regular,2010/5/16,14:00,San Nicola,0,Bari,Fiorentina,Angelo Martino Giancola,1,0,2,0,7.29,6.36,15,19,0,0,6,7,7,5,2,7,46.1,53.9,589,628,84,85,399,479,336,408,11,14,7,3,18,9,3,7,39,33,3,4,43,57,0,0,0,0,18,18,21,25,3,7,86,72,20,10,16,7,8,5,50,40,7,12,0,0,16,13,9,1,yellow-card(16);goal(36);yellow-card(79);goal(95),yellow-card(35);yellow-card(45);yellow-card(52);yellow-card(74);red-card(91)
2009/2010,regular,2010/5/16,14:00,Angelo Massimino,0,Catania,Genoa,Renzo Candussio,0,0,1,0,7.27,6.54,22,17,0,0,5,4,11,8,6,5,0.0,0.0,678,541,86,82,479,373,413,307,15,13,5,6,8,17,6,5,63,35,6,3,67,33,0,0,0,0,23,19,29,24,6,5,79,79,17,29,24,11,10,3,10,33,16,13,0,0,12,16,6,0,yellow-card(60);goal(65),second-yellow(64);yellow-card(87)
2009/2010,regular,2010/5/16,14:00,Artemio Franchi Montepaschi Arena,0,Robur Siena,Inter,Emidio Morganti,0,0,0,1,6.55,7.35,6,26,0,2,2,6,3,14,1,6,0.0,0.0,431,824,67,84,261,649,174,544,6,22,7,9,20,18,9,7,35,50,5,9,36,64,0,0,0,0,19,29,28,36,9,7,68,81,26,16,17,18,4,8,0,88,16,10,0,0,12,8,1,3,yellow-card(11);yellow-card(17);yellow-card(64);yellow-card(65),shot-on-post(38);goal(57);shot-on-post(75);yellow-card(85);yellow-card(92)
