Season,Part,Date,Time,Venue,Attendance,H_Team,A_Team,Referee,H_HT_Goals,A_HT_Goals,H_FT_Goals,A_FT_Goals,H_Ratings,A_Ratings,H_ShotsTotal,A_ShotsTotal,H_ShotsOnPost,A_ShotsOnPost,H_ShotsOnTarget,A_ShotsOnTarget,H_ShotsOffTarget,A_ShotsOffTarget,H_ShotsBlocked,A_ShotsBlocked,H_Possession,A_Possession,H_Touches,A_Touches,H_PassSuccess,A_PassSuccess,H_PassesTotal,A_PassesTotal,H_PassesAccurate,A_PassesAccurate,H_PassesKey,A_PassesKey,H_DribblesWon,A_DribblesWon,H_DribblesAttempted,A_DribblesAttempted,H_DribbledPast,A_DribbledPast,H_DribbleSuccess,A_DribbleSuccess,H_AerialsWon,A_AerialsWon,H_AerialSuccess,A_AerialSuccess,H_OffensiveAerials,A_OffensiveAerials,H_DefensiveAerials,A_DefensiveAerials,H_TackleSuccessful,A_TackleSuccessful,H_TacklesTotal,A_TacklesTotal,H_TackleUnsuccesful,A_TackleUnsuccesful,H_TackleSuccess,A_TackleSuccess,H_Clearances,A_Clearances,H_Interceptions,A_Interceptions,H_CornersTotal,A_CornersTotal,H_CornerAccuracy,A_CornerAccuracy,H_Dispossessed,A_Dispossessed,H_Errors,A_Errors,H_FoulsCommited,A_FoulsCommited,H_OffsidesCaught,A_OffsidesCaught,H_Events,A_Events
2021/2022,regular,2022/2/26,17:45,Euroborg,17977,FC Groningen,Willem II,Martin van den Kerkhof,1,0,1,0,6.85,6.39,17,9,0,0,5,0,7,7,5,2,57.6,42.4,733,581,81,71,523,382,425,273,11,8,12,12,20,21,12,12,60,57,15,12,56,44,15,12,12,15,17,12,29,24,12,12,59,50,23,30,12,6,5,5,40,40,4,8,0,0,7,7,1,2,goal(14);yellow-card(62);yellow-card(88),
2021/2022,regular,2022/2/26,20:00,Cambuur Stadion,9780,Cambuur,Fortuna Sittard,Jannick van der Laan,1,1,2,1,6.76,6.50,16,9,0,1,9,4,2,4,5,1,60.6,39.4,671,472,86,76,485,308,419,234,13,7,9,8,12,17,8,9,75,47,5,18,22,78,9,14,14,9,13,5,21,14,8,9,62,36,21,20,6,9,6,5,33,60,2,4,0,0,6,15,2,3,goal(35);goal(74);clearance-off-the-line(90),goal(20);yellow-card(47);yellow-card(55);shot-on-post(63);yellow-card(91)
2021/2022,regular,2022/2/27,11:15,GelreDome,13877,Vitesse,NEC Nijmegen,Danny Makkelie,0,0,4,1,7.24,6.23,20,7,0,0,9,3,10,2,1,2,61.6,38.4,757,567,75,61,504,317,378,192,14,5,8,6,18,10,6,8,44,60,29,8,78,22,19,18,18,19,25,27,31,35,6,8,81,77,9,25,12,10,6,1,50,100,17,21,0,0,14,7,0,0,goal(54);goal(56);goal(80);yellow-card(81);goal(95);yellow-card(96),clearance-off-the-line(11);goal(49)
2021/2022,regular,2022/2/27,11:15,AFAS Stadion,16241,AZ Alkmaar,Feyenoord,Dennis Higler,2,0,2,1,6.61,6.49,9,13,1,0,3,6,6,6,0,1,35.1,64.9,512,774,72,81,315,573,227,466,4,11,7,12,18,16,12,7,39,75,11,26,30,70,12,24,25,13,19,20,31,27,12,7,61,74,35,10,14,7,5,7,40,57,9,15,1,2,22,8,4,2,penalty_scored(19);yellow-card(26);penalty_scored(30);shot-on-post(34);yellow-card(38);error-to-goal(51);yellow-card(77);yellow-card(96);yellow-card(96),yellow-card(18);yellow-card(26);yellow-card(28);goal(52)
2021/2022,regular,2022/2/27,13:30,"Sparta-Stadion ""Het Kasteel""",10020,Sparta Rotterdam,PSV Eindhoven,Jeroen Manschot,1,0,1,2,6.52,6.76,12,21,0,0,4,10,4,5,4,6,34.6,65.4,493,751,60,81,282,520,170,422,10,14,8,15,16,22,15,8,50,68,9,9,50,50,11,7,7,11,20,10,35,18,15,8,57,56,33,19,12,10,4,11,25,55,2,13,0,1,13,9,1,2,goal(32);yellow-card(39);red-card(54);yellow-card(62);yellow-card(63);clearance-off-the-line(66);yellow-card(95);yellow-card(96),yellow-card(20);error-to-goal(32);yellow-card(38);yellow-card(38);goal(59);goal(67)
2021/2022,regular,2022/2/27,15:45,De Adelaarshorst,9200,Go Ahead Eagles,Ajax,Jochem Kamphuis,2,0,2,1,6.73,6.42,7,20,0,0,4,4,2,11,1,5,28.9,71.1,474,858,59,84,259,641,153,540,5,15,2,2,8,9,2,2,25,22,15,16,48,52,17,14,14,17,16,16,18,18,2,2,89,89,46,11,13,5,2,8,50,38,10,9,1,0,8,11,2,4,goal(18);yellow-card(41);goal(48);error-to-goal(64),goal(64)
2021/2022,regular,2022/2/27,19:00,Abe Lenstra Stadion,19200,SC Heerenveen,FC Utrecht,Serdar Gözübüyük,0,0,1,2,6.59,6.87,10,11,0,0,6,8,2,1,2,2,52,48,651,628,68,66,424,397,290,263,7,9,9,5,22,16,5,9,41,31,29,26,53,47,26,29,29,26,20,17,25,26,5,9,80,65,22,34,4,9,6,6,17,83,4,9,0,0,8,13,5,1,penalty_scored(80),goal(58);goal(69);yellow-card(79);yellow-card(91)
2021/2022,regular,2022/2/19,15:30,Goffertstadion,11802,NEC Nijmegen,RKC Waalwijk,Erwin Blank,0,1,1,1,6.58,6.79,24,12,0,0,6,3,7,5,11,4,72.6,27.4,964,489,87,63,765,291,668,184,21,9,8,13,13,19,13,8,62,68,13,9,59,41,9,13,13,9,12,20,25,28,13,8,48,71,7,16,9,24,8,3,38,67,15,6,1,0,7,16,3,1,error-to-goal(18);yellow-card(79);goal(88);yellow-card(91),goal(18);clearance-off-the-line(51);yellow-card(71);yellow-card(91);yellow-card(94)
2021/2022,regular,2022/2/19,17:45,Koning Willem II Stadion,14412,Willem II,Ajax,Pol van Boekel,0,0,0,1,6.43,6.92,6,31,0,0,1,5,4,14,1,12,27.5,72.5,456,898,55,83,258,675,141,561,6,24,3,13,7,21,13,3,43,62,13,13,50,50,15,11,11,15,16,7,29,10,13,3,55,70,43,8,11,4,2,12,50,75,3,8,0,0,8,4,1,1,yellow-card(34);clearance-off-the-line(70),goal(81)
2021/2022,regular,2022/2/19,20:00,AFAS Stadion,13616,AZ Alkmaar,Heracles,Ingmar Oostrom,1,1,2,1,6.74,6.37,13,3,0,0,5,1,5,1,3,1,64.4,35.6,870,551,84,69,666,364,559,250,12,2,10,6,25,14,6,10,40,43,17,15,53,47,15,17,17,15,18,25,24,35,6,10,75,71,9,13,9,9,3,3,67,33,10,10,1,0,12,11,1,1,goal(25);goal(48),goal(42);yellow-card(67)
