Season,Part,Date,Time,Venue,Attendance,H_Team,A_Team,Referee,H_HT_Goals,A_HT_Goals,H_FT_Goals,A_FT_Goals,H_Ratings,A_Ratings,H_ShotsTotal,A_ShotsTotal,H_ShotsOnPost,A_ShotsOnPost,H_ShotsOnTarget,A_ShotsOnTarget,H_ShotsOffTarget,A_ShotsOffTarget,H_ShotsBlocked,A_ShotsBlocked,H_Possession,A_Possession,H_Touches,A_Touches,H_PassSuccess,A_PassSuccess,H_PassesTotal,A_PassesTotal,H_PassesAccurate,A_PassesAccurate,H_PassesKey,A_PassesKey,H_DribblesWon,A_DribblesWon,H_DribblesAttempted,A_DribblesAttempted,H_DribbledPast,A_DribbledPast,H_DribbleSuccess,A_DribbleSuccess,H_AerialsWon,A_AerialsWon,H_AerialSuccess,A_AerialSuccess,H_OffensiveAerials,A_OffensiveAerials,H_DefensiveAerials,A_DefensiveAerials,H_TackleSuccessful,A_TackleSuccessful,H_TacklesTotal,A_TacklesTotal,H_TackleUnsuccesful,A_TackleUnsuccesful,H_TackleSuccess,A_TackleSuccess,H_Clearances,A_Clearances,H_Interceptions,A_Interceptions,H_CornersTotal,A_CornersTotal,H_CornerAccuracy,A_CornerAccuracy,H_Dispossessed,A_Dispossessed,H_Errors,A_Errors,H_FoulsCommited,A_FoulsCommited,H_OffsidesCaught,A_OffsidesCaught,H_Events,A_Events
2016/2017,Eredivisie,2017/5/14,13:30,De Grolsch Veste,26200,Twente,FC Groningen,Pol van Boekel,1,4,3,5,6.68,7.16,18,11,0,0,7,6,8,4,3,1,57,43,641,544,78,71,447,343,349,244,13,11,11,8,14,11,8,11,79,73,29,22,57,43,40,11,11,40,16,13,24,24,8,11,67,54,27,50,10,12,11,5,45,40,10,13,1,0,7,8,1,4,goal(19);error-to-goal(29);penalty_scored(64);goal(85),goal(2);goal(25);goal(29);own-goal(43);goal(66)
2016/2017,Eredivisie,2017/5/14,13:30,Kyocera Stadion,13257,ADO Den Haag,Excelsior,Siemen Mulder,3,1,4,1,7.20,6.21,13,12,1,0,5,2,8,6,0,4,44.4,55.6,560,650,83,85,383,482,317,411,10,9,6,6,14,10,6,6,43,60,12,8,60,40,14,6,6,14,17,16,23,22,6,6,74,73,23,19,10,10,2,2,50,50,8,13,0,0,10,13,1,0,goal(8);goal(25);goal(33);shot-on-post(65);goal(65),goal(20)
2016/2017,Eredivisie,2017/5/14,13:30,AFAS Stadion,14601,AZ Alkmaar,FC Utrecht,Martin van den Kerkhof,0,2,2,3,6.56,7.02,18,16,2,0,7,10,9,5,2,1,49.2,50.8,623,631,81,83,422,448,342,373,15,13,8,10,13,13,10,8,62,77,11,13,46,54,17,7,7,17,15,18,25,26,10,8,60,69,11,32,6,4,6,3,33,0,13,12,0,0,10,15,9,1,red-card(33);own-goal(51);shot-on-post(60);goal(68);shot-on-post(80);yellow-card(86),yellow-card(3);goal(32);goal(35);goal(53);yellow-card(66)
2016/2017,Eredivisie,2017/5/14,13:30,De Kuip,47500,Feyenoord,Heracles,Dennis Higler,2,0,3,1,7.12,6.23,20,4,0,0,8,2,7,1,5,1,43.6,56.4,546,636,77,79,332,440,255,349,12,4,8,5,20,7,5,8,40,71,9,11,45,55,13,7,7,13,26,21,31,29,5,8,84,72,21,15,19,8,6,4,50,0,9,24,0,1,20,9,1,0,goal(1);goal(12);yellow-card(38);penalty_scored(84);yellow-card(84),error-to-goal(1);yellow-card(29);yellow-card(83);goal(89)
2016/2017,Eredivisie,2017/5/14,13:30,De Adelaarshorst,7891,Go Ahead Eagles,Sparta Rotterdam,Jochem Kamphuis,0,0,1,3,6.43,7.10,13,14,0,0,5,6,4,5,4,3,52.1,47.9,556,542,70,71,361,326,254,231,11,12,3,9,5,15,9,3,60,60,18,15,55,45,20,13,13,20,23,15,32,18,9,3,72,83,31,27,11,16,4,3,25,0,13,17,1,0,24,11,1,0,yellow-card(65);goal(71);yellow-card(79);yellow-card(85);yellow-card(88);error-to-goal(89),goal(57);goal(80);yellow-card(81);goal(89)
2016/2017,Eredivisie,2017/5/14,13:30,Abe Lenstra Stadion,22850,SC Heerenveen,NEC Nijmegen,Ed Janssen,0,1,0,2,6.64,7.35,19,13,0,0,6,8,8,4,5,1,69.1,30.9,839,471,88,68,620,281,545,192,15,11,10,9,20,18,9,10,50,50,14,14,50,50,8,20,20,8,18,18,27,28,9,10,67,64,26,47,9,9,6,6,17,50,8,9,1,0,9,12,1,5,yellow-card(41);clearance-off-the-line(68),goal(23);yellow-card(29);goal(64);yellow-card(80)
2016/2017,Eredivisie,2017/5/14,13:30,Koning Willem II Stadion,14500,Willem II,Ajax,Serdar Gözübüyük,0,1,1,3,6.46,7.35,8,20,0,1,4,7,1,8,3,5,33.7,66.3,481,818,67,86,292,599,197,516,4,16,5,13,8,21,13,5,63,62,17,18,49,51,27,8,8,27,22,16,35,21,13,5,63,76,18,31,14,10,5,6,20,100,13,14,0,0,11,14,1,2,goal(82);yellow-card(85),goal(38);goal(48);shot-on-post(58);goal(66)
2016/2017,Eredivisie,2017/5/14,13:30,Philips Stadion,33800,PSV Eindhoven,PEC Zwolle,Jeroen Manschot,0,1,4,1,7.07,6.31,21,2,0,0,9,1,6,1,6,0,68,32,781,447,89,71,592,289,526,206,15,1,7,10,14,15,10,7,50,67,4,9,31,69,9,4,4,9,14,15,24,22,10,7,58,68,6,35,11,8,12,1,33,0,8,9,1,0,11,13,1,2,error-to-goal(29);goal(78);goal(79);goal(85);goal(88),goal(29)
2016/2017,Eredivisie,2017/5/14,13:30,GelreDome,19876,Vitesse,Roda,Bas Nijhuis,1,0,3,0,7.56,6.48,29,19,1,1,8,4,16,11,5,4,57.8,42.2,722,568,81,73,510,377,414,276,23,16,9,11,14,17,11,9,64,65,12,15,44,56,14,13,13,14,14,12,25,21,11,9,56,57,14,30,17,17,10,4,70,25,7,8,0,0,4,10,6,0,shot-on-post(3);goal(3);goal(80);goal(93),shot-on-post(20);yellow-card(49);yellow-card(67);yellow-card(77);red-card(82)
2016/2017,Eredivisie,2017/5/07,13:30,Amsterdam ArenA,51206,Ajax,Go Ahead Eagles,Pol van Boekel,2,0,4,0,7.94,6.21,30,6,0,0,12,2,11,1,7,3,69,31,908,501,89,72,672,307,597,220,26,6,20,7,30,15,7,20,67,47,15,7,68,32,5,17,17,5,19,25,26,45,7,20,73,56,13,40,9,12,12,5,58,20,16,11,0,0,8,11,1,4,goal(24);goal(29);goal(48);goal(71),red-card(80)
2016/2017,Eredivisie,2017/5/07,13:30,Van Donge & De Roo Stadion,4500,Excelsior,Feyenoord,Kevin Blom,0,0,3,0,7.50,6.33,8,15,0,0,5,4,3,3,0,8,48.8,51.2,648,633,72,73,398,397,286,289,6,11,9,7,19,17,7,9,47,41,17,29,37,63,23,23,23,23,23,20,30,29,7,9,77,69,43,14,19,11,5,9,40,44,10,13,0,0,9,15,2,1,yellow-card(44);goal(56);goal(59);goal(65),yellow-card(78);yellow-card(92)
2016/2017,Eredivisie,2017/5/07,13:30,Noordlease Stadion,20791,FC Groningen,PSV Eindhoven,Dennis Higler,1,0,1,1,6.65,6.84,4,25,0,0,2,13,0,8,2,4,33,67,452,745,61,83,282,552,173,456,2,22,3,7,6,8,7,3,50,88,14,29,33,67,18,25,25,18,8,9,15,12,7,3,53,75,35,14,11,6,1,7,0,29,6,7,0,0,12,12,6,5,goal(11);yellow-card(49);yellow-card(58),yellow-card(20);goal(59)
