Season,Part,Date,Time,Venue,Attendance,H_Team,A_Team,Referee,H_HT_Goals,A_HT_Goals,H_FT_Goals,A_FT_Goals,H_Ratings,A_Ratings,H_ShotsTotal,A_ShotsTotal,H_ShotsOnPost,A_ShotsOnPost,H_ShotsOnTarget,A_ShotsOnTarget,H_ShotsOffTarget,A_ShotsOffTarget,H_ShotsBlocked,A_ShotsBlocked,H_Possession,A_Possession,H_Touches,A_Touches,H_PassSuccess,A_PassSuccess,H_PassesTotal,A_PassesTotal,H_PassesAccurate,A_PassesAccurate,H_PassesKey,A_PassesKey,H_DribblesWon,A_DribblesWon,H_DribblesAttempted,A_DribblesAttempted,H_DribbledPast,A_DribbledPast,H_DribbleSuccess,A_DribbleSuccess,H_AerialsWon,A_AerialsWon,H_AerialSuccess,A_AerialSuccess,H_OffensiveAerials,A_OffensiveAerials,H_DefensiveAerials,A_DefensiveAerials,H_TackleSuccessful,A_TackleSuccessful,H_TacklesTotal,A_TacklesTotal,H_TackleUnsuccesful,A_TackleUnsuccesful,H_TackleSuccess,A_TackleSuccess,H_Clearances,A_Clearances,H_Interceptions,A_Interceptions,H_CornersTotal,A_CornersTotal,H_CornerAccuracy,A_CornerAccuracy,H_Dispossessed,A_Dispossessed,H_Errors,A_Errors,H_FoulsCommited,A_FoulsCommited,H_OffsidesCaught,A_OffsidesCaught,H_Events,A_Events
2014/2015,Europa League Playoff,2015/5/28,19:45,Abe Lenstra Stadion,16620,SC Heerenveen,Vitesse,Björn Kuipers,1,1,2,2,6.90,6.93,9,14,0,1,4,4,3,6,2,4,42.3,57.7,599,750,75,83,402,561,303,463,9,8,13,22,25,34,22,13,52,65,18,15,55,45,15,18,18,15,28,23,50,36,22,13,56,64,35,18,21,17,3,4,33,25,12,16,3,0,6,9,1,5,error-to-goal(21);goal(32);yellow-card(44);goal(75);yellow-card(77),goal(21);yellow-card(23);yellow-card(56);yellow-card(62);shot-on-post(64);goal(66);yellow-card(80)
2014/2015,Europa League Playoff,2015/5/31,15:45,GelreDome,17529,Vitesse,SC Heerenveen,Bas Nijhuis,1,2,5,2,7.37,6.40,23,8,0,0,12,5,6,2,5,1,60.3,39.7,710,516,81,64,524,344,424,221,15,7,16,8,28,16,8,16,57,50,13,13,50,50,16,10,10,16,23,24,31,40,8,16,74,60,13,22,19,18,5,1,60,100,12,15,2,0,17,8,2,2,error-to-goal(4);goal(11);penalty_scored(56);goal(77);goal(82);yellow-card(83);yellow-card(83);goal(86),goal(4);goal(24);yellow-card(50);yellow-card(56);yellow-card(82)
2014/2015,Europa League Playoff,2015/5/21,17:30,Abe Lenstra Stadion,15123,SC Heerenveen,Feyenoord,Danny Makkelie,0,0,1,0,6.97,6.90,5,13,0,0,3,2,1,8,1,3,33.9,66.1,527,826,76,85,342,646,259,550,4,8,5,13,15,23,13,5,33,57,18,20,47,53,10,28,28,10,22,30,35,35,13,5,63,86,55,3,15,25,1,7,100,57,20,12,2,0,10,17,4,3,yellow-card(27);clearance-off-the-line(38);goal(83),yellow-card(30);yellow-card(32)
2014/2015,Europa League Playoff,2015/5/21,19:45,MAC3PARK stadion,7200,PEC Zwolle,Vitesse,Pol van Boekel,1,0,1,2,6.66,6.90,13,23,0,0,6,8,6,14,1,1,41.1,58.9,539,735,72,84,394,596,283,501,9,19,5,5,7,12,5,5,71,42,15,13,54,46,21,7,7,21,15,11,20,16,5,5,75,69,10,20,28,11,5,4,20,25,9,8,1,1,7,8,1,2,goal(31);error-to-goal(68),error-to-goal(31);goal(68);yellow-card(68);goal(74)
2014/2015,Europa League Playoff,2015/5/24,11:30,GelreDome,16116,Vitesse,PEC Zwolle,Eric Braamhaar,1,0,1,1,6.78,6.66,20,9,1,0,6,5,10,3,4,1,55.5,44.5,621,494,82,74,460,358,378,264,13,6,10,3,17,12,3,10,59,25,10,22,31,69,14,17,18,15,19,20,22,30,3,10,86,67,15,12,19,10,3,2,0,50,13,10,1,1,16,17,2,0,goal(18);shot-on-post(59);yellow-card(83);yellow-card(92),yellow-card(26);goal(56);yellow-card(58);second-yellow(80)
2014/2015,Europa League Playoff,2015/5/24,14:30,De Kuip,35000,Feyenoord,SC Heerenveen,Kevin Blom,1,0,1,0,7.13,7.35,31,14,0,0,11,5,8,6,12,3,52.7,47.3,829,795,81,75,567,531,458,400,22,9,5,6,14,23,6,5,36,26,18,21,46,54,28,11,11,28,32,33,38,38,6,5,84,87,16,57,25,29,17,5,53,60,24,15,1,0,16,15,4,1,yellow-card(28);goal(41);goal(110),goal(100);goal(105)
2014/2015,Europa League Playoff,2015/5/21,17:30,Abe Lenstra Stadion,15123,SC Heerenveen,Feyenoord,Danny Makkelie,0,0,1,0,6.97,6.90,5,13,0,0,3,2,1,8,1,3,33.9,66.1,527,826,76,85,342,646,259,550,4,8,5,13,15,23,13,5,33,57,18,20,47,53,10,28,28,10,22,30,35,35,13,5,63,86,55,3,15,25,1,7,100,57,20,12,2,0,10,17,4,3,yellow-card(27);clearance-off-the-line(38);goal(83),yellow-card(30);yellow-card(32)
2014/2015,Europa League Playoff,2015/5/21,19:45,MAC3PARK stadion,7200,PEC Zwolle,Vitesse,Pol van Boekel,1,0,1,2,6.66,6.90,13,23,0,0,6,8,6,14,1,1,41.1,58.9,539,735,72,84,394,596,283,501,9,19,5,5,7,12,5,5,71,42,15,13,54,46,21,7,7,21,15,11,20,16,5,5,75,69,10,20,28,11,5,4,20,25,9,8,1,1,7,8,1,2,goal(31);error-to-goal(68),error-to-goal(31);goal(68);yellow-card(68);goal(74)
2014/2015,Europa League Playoff,2015/5/24,11:30,GelreDome,16116,Vitesse,PEC Zwolle,Eric Braamhaar,1,0,1,1,6.78,6.66,20,9,1,0,6,5,10,3,4,1,55.5,44.5,621,494,82,74,460,358,378,264,13,6,10,3,17,12,3,10,59,25,10,22,31,69,14,17,18,15,19,20,22,30,3,10,86,67,15,12,19,10,3,2,0,50,13,10,1,1,16,17,2,0,goal(18);shot-on-post(59);yellow-card(83);yellow-card(92),yellow-card(26);goal(56);yellow-card(58);second-yellow(80)
2014/2015,Europa League Playoff,2015/5/24,14:30,De Kuip,35000,Feyenoord,SC Heerenveen,Kevin Blom,1,0,1,0,7.13,7.35,31,14,0,0,11,5,8,6,12,3,52.7,47.3,829,795,81,75,567,531,458,400,22,9,5,6,14,23,6,5,36,26,18,21,46,54,28,11,11,28,32,33,38,38,6,5,84,87,16,57,25,29,17,5,53,60,24,15,1,0,16,15,4,1,yellow-card(28);goal(41);goal(110),goal(100);goal(105)
